,Especie,Ticker,Spot,CallPut,Strike,TTM,Last,Moneyness,impliedVolatility,Bid,Ask
835,TSLA220708P01175000,TSLA,725.780029296875,P,1175.0,16,513.22,0.6176851313164894,1.0000000000000003e-05,446.7,449.5
836,TSLA220708C01180000,TSLA,725.780029296875,C,1180.0,16,0.17,0.6150678214380296,0.8193377441406249,0.11,0.17
837,TSLA220708C01190000,TSLA,725.780029296875,C,1190.0,16,0.18,0.6098991842830882,0.842775009765625,0.09,0.23
838,TSLA220708C01200000,TSLA,725.780029296875,C,1200.0,16,0.12,0.6048166910807292,0.84961087890625,0.09,0.21
839,TSLA220708P01200000,TSLA,725.780029296875,P,1200.0,16,549.32,0.6048166910807292,1.0000000000000003e-05,472.1,474.85
840,TSLA220708C01210000,TSLA,725.780029296875,C,1210.0,16,0.34,0.5998182060304752,0.8466812207031249,0.06,0.19
841,TSLA220708C01220000,TSLA,725.780029296875,C,1220.0,16,0.25,0.5949016633580942,0.8554701953125,0.05,0.19
842,TSLA220708P01220000,TSLA,725.780029296875,P,1220.0,16,570.0,0.5949016633580942,1.162113564453125,488.4,497.3
843,TSLA220708C01230000,TSLA,725.780029296875,C,1230.0,16,0.11,0.5900650644690041,0.867188828125,0.05,0.19
844,TSLA220708C01240000,TSLA,725.780029296875,C,1240.0,16,0.09,0.5853064752394154,0.8554701953125,0.02,0.16
845,TSLA220708C01250000,TSLA,725.780029296875,C,1250.0,16,0.1,0.5806240234375,0.87500125,0.03,0.17
846,TSLA220708C01260000,TSLA,725.780029296875,C,1260.0,16,0.1,0.5760158962673612,0.8828136718749999,0.02,0.17
847,TSLA220708C01270000,TSLA,725.780029296875,C,1270.0,16,0.98,0.5714803380290354,0.8808605664062499,0.01,0.15
848,TSLA220708C01275000,TSLA,725.780029296875,C,1275.0,16,0.22,0.5692392386642157,0.88476677734375,0.01,0.15
849,TSLA220708C01300000,TSLA,725.780029296875,C,1300.0,16,0.12,0.5582923302283653,0.8281267187499999,0.0,0.05
850,TSLA220708C01325000,TSLA,725.780029296875,C,1325.0,16,0.03,0.5477585126768868,0.92187578125,0.0,0.13
851,TSLA220708C01350000,TSLA,725.780029296875,C,1350.0,16,0.09,0.5376148365162037,0.8789074609374999,0.0,0.05
852,TSLA220708C01375000,TSLA,725.780029296875,C,1375.0,16,0.07,0.5278400213068182,0.914063359375,0.01,0.05
853,TSLA220708C01400000,TSLA,725.780029296875,C,1400.0,16,0.2,0.518414306640625,0.92187578125,0.0,0.05
854,TSLA220708C01425000,TSLA,725.780029296875,C,1425.0,16,0.06,0.5093193188048246,1.01953615234375,0.03,0.1
855,TSLA220708C01450000,TSLA,725.780029296875,C,1450.0,16,0.08,0.5005379512392242,0.9687503125,0.0,0.05
856,TSLA220708C01475000,TSLA,725.780029296875,C,1475.0,16,0.18,0.4920542571504237,0.992187578125,0.0,0.05
857,TSLA220708C01500000,TSLA,725.780029296875,C,1500.0,16,0.03,0.4838533528645833,0.992187578125,0.0,0.04
858,TSLA220715C00100000,TSLA,725.780029296875,C,100.0,23,626.02,7.25780029296875,3.7285163037109372,624.9,626.5
859,TSLA220715P00100000,TSLA,725.780029296875,P,100.0,23,0.03,7.25780029296875,2.3437541406249993,0.0,0.04
860,TSLA220715P00120000,TSLA,725.780029296875,P,120.0,23,0.03,6.048166910807292,0.500005,0.0,0.0
861,TSLA220715P00140000,TSLA,725.780029296875,P,140.0,23,0.05,5.18414306640625,2.00781748046875,0.01,0.05
862,TSLA220715P00160000,TSLA,725.780029296875,P,160.0,23,0.08,4.536125183105469,1.953125234375,0.01,0.11
863,TSLA220715P00180000,TSLA,725.780029296875,P,180.0,23,0.13,4.032111273871528,1.8710943945312501,0.05,0.13
864,TSLA220715C00200000,TSLA,725.780029296875,C,200.0,23,506.53,3.628900146484375,2.631839357910157,525.7,527.75
865,TSLA220715P00200000,TSLA,725.780029296875,P,200.0,23,0.13,3.628900146484375,1.78515732421875,0.09,0.16
866,TSLA220715P00220000,TSLA,725.780029296875,P,220.0,23,0.24,3.2990001331676138,1.736329443359375,0.18,0.22
867,TSLA220715P00230000,TSLA,725.780029296875,P,230.0,23,0.25,3.155565344769022,1.6953140234375002,0.21,0.24
868,TSLA220715P00240000,TSLA,725.780029296875,P,240.0,23,0.3,3.024083455403646,1.646486142578125,0.19,0.29
869,TSLA220715C00250000,TSLA,725.780029296875,C,250.0,23,380.2,2.9031201171875,2.3596232415771476,477.4,478.6
870,TSLA220715P00250000,TSLA,725.780029296875,P,250.0,23,0.26,2.9031201171875,1.615236298828125,0.25,0.31
871,TSLA220715P00260000,TSLA,725.780029296875,P,260.0,23,0.33,2.791461651141827,1.5791036669921872,0.27,0.36
872,TSLA220715P00270000,TSLA,725.780029296875,P,270.0,23,0.48,2.6880741825810186,1.5468772656249998,0.32,0.4
873,TSLA220715P00280000,TSLA,725.780029296875,P,280.0,23,0.55,2.592071533203125,1.5166039794921873,0.37,0.45
874,TSLA220715P00290000,TSLA,725.780029296875,P,290.0,23,0.64,2.5026897561961206,1.487795529785156,0.43,0.51
875,TSLA220715C00300000,TSLA,725.780029296875,C,300.0,23,384.37,2.419266764322917,1.955078349609375,426.95,428.4
876,TSLA220715P00300000,TSLA,725.780029296875,P,300.0,23,0.55,2.419266764322917,1.4594753588867184,0.5,0.57
877,TSLA220715C00310000,TSLA,725.780029296875,C,310.0,23,373.43,2.3412259009576615,1.9038090747070315,416.65,419.0
878,TSLA220715P00310000,TSLA,725.780029296875,P,310.0,23,0.81,2.3412259009576615,1.4326200244140623,0.57,0.65
879,TSLA220715P00320000,TSLA,725.780029296875,P,320.0,23,0.88,2.2680625915527344,1.4052764111328124,0.65,0.73
880,TSLA220715C00330000,TSLA,725.780029296875,C,330.0,23,419.69,2.199333422111742,1.8505866845703123,397.45,399.9
881,TSLA220715P00330000,TSLA,725.780029296875,P,330.0,23,1.0,2.199333422111742,1.3740265673828125,0.72,0.8
882,TSLA220715P00340000,TSLA,725.780029296875,P,340.0,23,1.19,2.134647144990809,1.3505891845703122,0.83,0.91
883,TSLA220715C00350000,TSLA,725.780029296875,C,350.0,23,307.81,2.0736572265625,1.671876640625,377.1,378.85
884,TSLA220715P00350000,TSLA,725.780029296875,P,350.0,23,1.23,2.0736572265625,1.3264193835449216,0.95,1.02
885,TSLA220715P00360000,TSLA,725.780029296875,P,360.0,23,1.32,2.016055636935764,1.3012730249023434,1.07,1.14
886,TSLA220715C00370000,TSLA,725.780029296875,C,370.0,23,317.8,1.9615676467483107,1.5202660705566404,356.55,358.45
887,TSLA220715P00370000,TSLA,725.780029296875,P,370.0,23,1.51,1.9615676467483107,1.2744176904296873,1.2,1.25
888,TSLA220715P00375000,TSLA,725.780029296875,P,375.0,23,1.31,1.9354134114583332,1.2607458837890624,1.26,1.31
889,TSLA220715P00380000,TSLA,725.780029296875,P,380.0,23,1.64,1.909947445518092,1.2487830529785153,1.33,1.39
890,TSLA220715P00385000,TSLA,725.780029296875,P,385.0,23,1.8,1.8851429332386365,1.2385291979980466,1.42,1.48
891,TSLA220715P00390000,TSLA,725.780029296875,P,390.0,23,1.91,1.8609744340945513,1.2270546459960938,1.5,1.57
892,TSLA220715C00395000,TSLA,725.780029296875,C,395.0,23,271.21,1.8374177956882911,1.4869410418701172,332.7,335.0
893,TSLA220715P00395000,TSLA,725.780029296875,P,395.0,23,1.96,1.8374177956882911,1.214603536376953,1.58,1.65
894,TSLA220715C00400000,TSLA,725.780029296875,C,400.0,23,323.37,1.8144500732421875,1.3371615173339841,323.6,330.7
895,TSLA220715P00400000,TSLA,725.780029296875,P,400.0,23,1.7,1.8144500732421875,1.2023965661621094,1.67,1.73
896,TSLA220715C00405000,TSLA,725.780029296875,C,405.0,23,251.3,1.7920494550540123,1.4759547686767578,323.75,325.3
897,TSLA220715P00405000,TSLA,725.780029296875,P,405.0,23,2.13,1.7920494550540123,1.19141029296875,1.77,1.83
898,TSLA220715C00410000,TSLA,725.780029296875,C,410.0,23,277.37,1.7701951934070121,1.4068633172607423,318.0,319.65
899,TSLA220715P00410000,TSLA,725.780029296875,P,410.0,23,2.36,1.7701951934070121,1.1799357409667968,1.87,1.93
900,TSLA220715P00415000,TSLA,725.780029296875,P,415.0,23,2.44,1.7488675404743976,1.1669963525390625,1.96,2.02
901,TSLA220715P00420000,TSLA,725.780029296875,P,420.0,23,2.6,1.7280476888020833,1.1539348944091798,2.05,2.11
902,TSLA220715C00425000,TSLA,725.780029296875,C,425.0,23,301.37,1.707717715992647,1.4047881323242186,304.3,305.95
903,TSLA220715P00425000,TSLA,725.780029296875,P,425.0,23,2.65,1.707717715992647,1.1424603424072266,2.16,2.22
904,TSLA220715P00430000,TSLA,725.780029296875,P,430.0,23,2.75,1.6878605332485466,1.1318402783203125,2.28,2.35
905,TSLA220715C00435000,TSLA,725.780029296875,C,435.0,23,279.05,1.6684598374640804,1.2949254003906248,293.25,294.85
906,TSLA220715P00435000,TSLA,725.780029296875,P,435.0,23,2.99,1.6684598374640804,1.1220747021484376,2.42,2.49
907,TSLA220715C00440000,TSLA,725.780029296875,C,440.0,23,229.95,1.6495000665838069,1.3282504290771482,289.35,290.9
908,TSLA220715P00440000,TSLA,725.780029296875,P,440.0,23,3.13,1.6495000665838069,1.1106001501464844,2.54,2.62
909,TSLA220715C00445000,TSLA,725.780029296875,C,445.0,23,199.48,1.6309663579705056,1.3044468371582028,284.15,286.15
910,TSLA220715P00445000,TSLA,725.780029296875,P,445.0,23,3.15,1.6309663579705056,1.0998580163574219,2.68,2.76
911,TSLA220715C00450000,TSLA,725.780029296875,C,450.0,23,244.01,1.612844509548611,1.310001008605957,280.0,281.55
912,TSLA220715P00450000,TSLA,725.780029296875,P,450.0,23,2.9,1.612844509548611,1.0882613946533202,2.82,2.89
913,TSLA220715C00455000,TSLA,725.780029296875,C,455.0,23,201.92,1.5951209435096154,1.2327919219970702,273.55,275.85
914,TSLA220715P00455000,TSLA,725.780029296875,P,455.0,23,3.55,1.5951209435096154,1.0795944458007813,2.97,3.1
915,TSLA220715C00460000,TSLA,725.780029296875,C,460.0,23,190.69,1.577782672384511,1.2404823132324214,269.55,271.15
916,TSLA220715P00460000,TSLA,725.780029296875,P,460.0,23,3.85,1.577782672384511,1.0675095452880863,3.1,3.25
917,TSLA220715C00465000,TSLA,725.780029296875,C,465.0,23,190.67,1.5608172673051075,1.1996499978637698,263.9,266.1
918,TSLA220715P00465000,TSLA,725.780029296875,P,465.0,23,4.0,1.5608172673051075,1.057499829711914,3.3,3.4
919,TSLA220715C00470000,TSLA,725.780029296875,C,470.0,23,216.42,1.5442128282912233,1.205936587524414,259.8,261.5
920,TSLA220715P00470000,TSLA,725.780029296875,P,470.0,23,3.8,1.5442128282912233,1.0484666717529298,3.5,3.6
921,TSLA220715C00475000,TSLA,725.780029296875,C,475.0,23,253.17,1.5279579564144736,1.1512493609619139,253.3,256.65
922,TSLA220715P00475000,TSLA,725.780029296875,P,475.0,23,4.65,1.5279579564144736,1.035893492431641,3.65,3.75
923,TSLA220715C00480000,TSLA,725.780029296875,C,480.0,23,198.06,1.512041727701823,1.191166153564453,250.65,252.2
924,TSLA220715P00480000,TSLA,725.780029296875,P,480.0,23,4.35,1.512041727701823,1.0258837768554687,3.85,3.95
925,TSLA220715P00485000,TSLA,725.780029296875,P,485.0,23,4.1,1.4964536686533505,1.016728549194336,4.05,4.2
926,TSLA220715C00490000,TSLA,725.780029296875,C,490.0,23,243.14,1.4811837332589286,1.1080366864013673,239.75,241.4
927,TSLA220715P00490000,TSLA,725.780029296875,P,490.0,23,4.75,1.4811837332589286,1.0058033108520505,4.25,4.4
928,TSLA220715C00495000,TSLA,725.780029296875,C,495.0,23,167.33,1.4662222814078283,1.1136518927001953,235.5,237.05
929,TSLA220715P00495000,TSLA,725.780029296875,P,495.0,23,5.0,1.4662222814078283,0.996948272705078,4.5,4.65
930,TSLA220715C00500000,TSLA,725.780029296875,C,500.0,23,222.07,1.45156005859375,1.1163374261474608,231.15,232.75
931,TSLA220715P00500000,TSLA,725.780029296875,P,500.0,23,4.85,1.45156005859375,0.9863282617187501,4.75,4.85
932,TSLA220715C00505000,TSLA,725.780029296875,C,505.0,23,180.8,1.437188176825495,1.1352582299804688,227.35,228.9
933,TSLA220715P00505000,TSLA,725.780029296875,P,505.0,23,5.1,1.437188176825495,0.9798585998535156,5.1,5.15
934,TSLA220715C00510000,TSLA,725.780029296875,C,510.0,23,218.5,1.4230980966605393,1.0946090191650393,221.6,223.7
935,TSLA220715P00510000,TSLA,725.780029296875,P,510.0,23,5.5,1.4230980966605393,0.9692385888671875,5.3,5.45
936,TSLA220715C00515000,TSLA,725.780029296875,C,515.0,23,197.3,1.4092816102851942,1.1050459786987306,217.95,219.35
937,TSLA220715P00515000,TSLA,725.780029296875,P,515.0,23,5.85,1.4092816102851942,0.9635623760986327,5.7,5.8
938,TSLA220715C00520000,TSLA,725.780029296875,C,520.0,23,212.6,1.3957308255709135,1.0517625537109376,211.85,213.7
939,TSLA220715P00520000,TSLA,725.780029296875,P,520.0,23,6.0,1.3957308255709135,0.953003399658203,5.95,6.1
940,TSLA220715C00525000,TSLA,725.780029296875,C,525.0,23,141.75,1.3824381510416666,1.0780075396728517,208.4,210.2
941,TSLA220715P00525000,TSLA,725.780029296875,P,525.0,23,6.9,1.3824381510416666,0.9429326995849607,6.25,6.4
942,TSLA220715C00530000,TSLA,725.780029296875,C,530.0,23,146.19,1.369396281692217,1.0446825109863282,203.2,204.8
943,TSLA220715P00530000,TSLA,725.780029296875,P,530.0,23,7.98,1.369396281692217,0.9361578649902342,6.65,6.8
944,TSLA220715C00535000,TSLA,725.780029296875,C,535.0,23,132.2,1.3565981856016356,1.0140430157470701,197.05,200.5
945,TSLA220715P00535000,TSLA,725.780029296875,P,535.0,23,7.1,1.3565981856016356,0.9294440649414062,7.05,7.25
946,TSLA220715C00540000,TSLA,725.780029296875,C,540.0,23,194.1,1.3440370912905093,1.0295458679199219,194.25,195.9
947,TSLA220715P00540000,TSLA,725.780029296875,P,540.0,23,8.2,1.3440370912905093,0.9203499176025391,7.45,7.6
948,TSLA220715C00545000,TSLA,725.780029296875,C,545.0,23,169.9,1.3317064757740826,1.0135547369384765,189.25,191.45
949,TSLA220715P00545000,TSLA,725.780029296875,P,545.0,23,10.0,1.3317064757740826,0.9131478411865235,7.9,8.05
950,TSLA220715C00550000,TSLA,725.780029296875,C,550.0,23,177.81,1.3196000532670455,1.0029346728515625,184.9,186.75
951,TSLA220715P00550000,TSLA,725.780029296875,P,550.0,23,8.4,1.3196000532670455,0.9036264520263673,8.3,8.45
952,TSLA220715C00555000,TSLA,725.780029296875,C,555.0,23,120.03,1.3077117644988738,1.0011951795959473,180.35,182.95
953,TSLA220715P00555000,TSLA,725.780029296875,P,555.0,23,8.88,1.3077117644988738,0.8981943774414061,8.85,9.0
954,TSLA220715C00560000,TSLA,725.780029296875,C,560.0,23,107.16,1.2960357666015625,0.9511723632812499,174.85,176.5
955,TSLA220715P00560000,TSLA,725.780029296875,P,560.0,23,9.35,1.2960357666015625,0.8889171264648437,9.3,9.45
956,TSLA220715C00565000,TSLA,725.780029296875,C,565.0,23,171.75,1.284566423534292,0.9671023797607423,171.0,173.4
957,TSLA220715P00565000,TSLA,725.780029296875,P,565.0,23,12.26,1.284566423534292,0.8812572909545898,9.8,10.0
958,TSLA220715C00570000,TSLA,725.780029296875,C,570.0,23,106.55,1.2732982970120614,0.9584965087890623,166.3,169.35
959,TSLA220715P00570000,TSLA,725.780029296875,P,570.0,23,12.1,1.2732982970120614,0.8796398754882812,10.6,10.75
960,TSLA220715C00575000,TSLA,725.780029296875,C,575.0,23,158.28,1.2622261379076087,0.968201001586914,163.05,165.45
961,TSLA220715P00575000,TSLA,725.780029296875,P,575.0,23,11.05,1.2622261379076087,0.8678296908569335,11.0,11.2
962,TSLA220715C00580000,TSLA,725.780029296875,C,580.0,23,143.72,1.2513448780980603,0.938873902282715,157.55,160.55
963,TSLA220715P00580000,TSLA,725.780029296875,P,580.0,23,12.0,1.2513448780980603,0.8625196853637696,11.7,11.9
964,TSLA220715C00585000,TSLA,725.780029296875,C,585.0,23,99.1,1.2406496227297008,0.9336249313354492,153.75,156.05
965,TSLA220715P00585000,TSLA,725.780029296875,P,585.0,23,13.93,1.2406496227297008,0.8551650225830079,12.35,12.55
966,TSLA220715C00590000,TSLA,725.780029296875,C,590.0,23,118.45,1.2301356428760593,0.9204719866943358,149.25,151.6
967,TSLA220715P00590000,TSLA,725.780029296875,P,590.0,23,13.5,1.2301356428760593,0.850587431640625,13.15,13.35
968,TSLA220715C00595000,TSLA,725.780029296875,C,595.0,23,89.8,1.2197983685661764,0.8880321255493163,143.85,146.3
969,TSLA220715P00595000,TSLA,725.780029296875,P,595.0,23,14.05,1.2197983685661764,0.8439651834106444,13.9,14.1
970,TSLA220715C00600000,TSLA,725.780029296875,C,600.0,23,141.66,1.2096333821614584,0.9214485394287109,141.75,143.95
971,TSLA220715P00600000,TSLA,725.780029296875,P,600.0,23,14.7,1.2096333821614584,0.833314655151367,14.5,14.7
972,TSLA220715C00605000,TSLA,725.780029296875,C,605.0,23,135.07,1.1996364120609504,0.8989573092651366,136.9,139.1
973,TSLA220715P00605000,TSLA,725.780029296875,P,605.0,23,15.5,1.1996364120609504,0.8295610305786132,15.45,15.65
974,TSLA220715C00610000,TSLA,725.780029296875,C,610.0,23,115.81,1.1898033267161885,0.905396453857422,133.4,135.85
975,TSLA220715P00610000,TSLA,725.780029296875,P,610.0,23,16.45,1.1898033267161885,0.8258989578247068,16.45,16.65
976,TSLA220715C00615000,TSLA,725.780029296875,C,615.0,23,123.0,1.1801301289380082,0.8784802191162109,128.15,131.0
977,TSLA220715P00615000,TSLA,725.780029296875,P,615.0,23,17.3,1.1801301289380082,0.8162860168457031,17.2,17.4
978,TSLA220715C00620000,TSLA,725.780029296875,C,620.0,23,119.0,1.1706129504788307,0.8732312481689453,124.6,126.75
979,TSLA220715P00620000,TSLA,725.780029296875,P,620.0,23,18.4,1.1706129504788307,0.8138141177368164,18.35,18.55
980,TSLA220715C00625000,TSLA,725.780029296875,C,625.0,23,122.65,1.161248046875,0.8689893472290039,120.8,122.95
981,TSLA220715P00625000,TSLA,725.780029296875,P,625.0,23,19.25,1.161248046875,0.80703928314209,19.3,19.55
982,TSLA220715C00630000,TSLA,725.780029296875,C,630.0,23,120.0,1.1520317925347223,0.8616652017211915,116.9,119.0
983,TSLA220715P00630000,TSLA,725.780029296875,P,630.0,23,23.32,1.1520317925347223,0.8031330722045898,20.45,20.75
984,TSLA220715C00635000,TSLA,725.780029296875,C,635.0,23,114.56,1.1429606760580708,0.8652967572021484,113.6,115.8
985,TSLA220715P00635000,TSLA,725.780029296875,P,635.0,23,24.05,1.1429606760580708,0.79648030670166,21.55,21.8
986,TSLA220715C00640000,TSLA,725.780029296875,C,640.0,23,103.0,1.1340312957763672,0.848237601623535,109.25,111.35
987,TSLA220715P00640000,TSLA,725.780029296875,P,640.0,23,23.86,1.1340312957763672,0.7881796084594727,22.6,22.8
988,TSLA220715C00645000,TSLA,725.780029296875,C,645.0,23,106.96,1.125240355499031,0.8349625878906248,104.85,107.45
989,TSLA220715P00645000,TSLA,725.780029296875,P,645.0,23,24.0,1.125240355499031,0.7850973638916017,23.95,24.2
990,TSLA220715C00650000,TSLA,725.780029296875,C,650.0,23,89.5,1.1165846604567307,0.8435684588623047,102.5,104.25
991,TSLA220715P00650000,TSLA,725.780029296875,P,650.0,23,25.2,1.1165846604567307,0.7764609756469728,25.0,25.35
992,TSLA220715C00655000,TSLA,725.780029296875,C,655.0,23,88.3,1.1080611134303435,0.8288591333007811,98.25,100.2
993,TSLA220715P00655000,TSLA,725.780029296875,P,655.0,23,32.18,1.1080611134303435,0.7739585592651368,26.6,26.8
994,TSLA220715C00660000,TSLA,725.780029296875,C,660.0,23,88.8,1.099666711055871,0.8207110214233398,94.7,96.35
995,TSLA220715P00660000,TSLA,725.780029296875,P,660.0,23,28.21,1.099666711055871,0.7704795901489258,28.05,28.4
996,TSLA220715C00665000,TSLA,725.780029296875,C,665.0,23,81.65,1.0913985402960527,0.8141192904663085,91.15,92.8
997,TSLA220715P00665000,TSLA,725.780029296875,P,665.0,23,35.27,1.0913985402960527,0.7683433810424806,29.75,30.05
998,TSLA220715C00670000,TSLA,725.780029296875,C,670.0,23,88.5,1.0832537750699627,0.8105182522583007,88.1,89.25
999,TSLA220715P00670000,TSLA,725.780029296875,P,670.0,23,34.44,1.0832537750699627,0.7617821673583984,31.2,31.5
1000,TSLA220715C00675000,TSLA,725.780029296875,C,675.0,23,87.05,1.0752296730324074,0.8104572177124022,84.95,86.4
1001,TSLA220715P00675000,TSLA,725.780029296875,P,675.0,23,33.06,1.0752296730324074,0.7543664700317383,32.65,32.95
1002,TSLA220715C00680000,TSLA,725.780029296875,C,680.0,23,82.52,1.0673235724954044,0.7991353094482423,81.4,82.55
1003,TSLA220715P00680000,TSLA,725.780029296875,P,680.0,23,36.1,1.0673235724954044,0.7468287036132812,34.15,34.45
1004,TSLA220715C00685000,TSLA,725.780029296875,C,685.0,23,78.6,1.059532889484489,0.7986775503540039,78.3,79.85
1005,TSLA220715P00685000,TSLA,725.780029296875,P,685.0,23,43.6,1.059532889484489,0.7489954299926759,36.35,36.7
1006,TSLA220715C00690000,TSLA,725.780029296875,C,690.0,23,72.27,1.0518551149230073,0.7761405442810059,73.9,75.5
1007,TSLA220715P00690000,TSLA,725.780029296875,P,690.0,23,37.9,1.0518551149230073,0.7442957699584961,38.2,38.5
1008,TSLA220715C00695000,TSLA,725.780029296875,C,695.0,23,72.5,1.0442878119379497,0.7715171774291992,71.0,72.25
1009,TSLA220715P00695000,TSLA,725.780029296875,P,695.0,23,39.5,1.0442878119379497,0.7340724835205077,39.7,40.0
1010,TSLA220715C00700000,TSLA,725.780029296875,C,700.0,23,68.0,1.03682861328125,0.7782157188415526,68.95,69.9
1011,TSLA220715P00700000,TSLA,725.780029296875,P,700.0,23,42.23,1.03682861328125,0.7272060971069335,41.5,41.8
1012,TSLA220715C00705000,TSLA,725.780029296875,C,705.0,23,66.55,1.0294752188608156,0.7796347720336915,66.4,67.45
1013,TSLA220715P00705000,TSLA,725.780029296875,P,705.0,23,43.99,1.0294752188608156,0.7249783361816406,43.7,44.0
1014,TSLA220715C00710000,TSLA,725.780029296875,C,710.0,23,63.3,1.0222253933758803,0.7676720010375978,63.0,64.05
1015,TSLA220715P00710000,TSLA,725.780029296875,P,710.0,23,45.93,1.0222253933758803,0.7207364352416993,45.8,46.15
1016,TSLA220715C00715000,TSLA,725.780029296875,C,715.0,23,60.84,1.0150769640515733,0.7617516500854493,60.0,61.25
1017,TSLA220715P00715000,TSLA,725.780029296875,P,715.0,23,47.9,1.0150769640515733,0.7168607415771484,48.0,48.4
1018,TSLA220715C00720000,TSLA,725.780029296875,C,720.0,23,58.3,1.008027818467882,0.7532373309326172,57.2,58.0
1019,TSLA220715P00720000,TSLA,725.780029296875,P,720.0,23,50.3,1.008027818467882,0.7096281478881835,50.05,50.45
1020,TSLA220715C00725000,TSLA,725.780029296875,C,725.0,23,55.06,1.0010759024784484,0.7539697454833985,55.0,55.65
1021,TSLA220715P00725000,TSLA,725.780029296875,P,725.0,23,52.6,1.0010759024784484,0.7065153860473633,52.45,52.9
1022,TSLA220715C00730000,TSLA,725.780029296875,C,730.0,23,53.0,0.9942192182148972,0.7459742199707031,52.05,52.9
1023,TSLA220715P00730000,TSLA,725.780029296875,P,730.0,23,54.7,0.9942192182148972,0.7044402114868166,55.0,55.5
1024,TSLA220715C00735000,TSLA,725.780029296875,C,735.0,23,40.0,0.9874558221726191,0.7397486962890624,49.5,50.15
1025,TSLA220715P00735000,TSLA,725.780029296875,P,735.0,23,64.83,0.9874558221726191,0.6979705496215821,57.3,57.85
1026,TSLA220715C00740000,TSLA,725.780029296875,C,740.0,23,48.2,0.9807838233741554,0.7390162817382812,47.3,48.0
1027,TSLA220715P00740000,TSLA,725.780029296875,P,740.0,23,69.75,0.9807838233741554,0.7016478810119628,60.4,61.05
1028,TSLA220715C00745000,TSLA,725.780029296875,C,745.0,23,39.2,0.9742013816065436,0.7373378317260743,45.15,45.8
1029,TSLA220715P00745000,TSLA,725.780029296875,P,745.0,23,67.07,0.9742013816065436,0.6894562304687502,62.5,63.05
1030,TSLA220715C00750000,TSLA,725.780029296875,C,750.0,23,43.0,0.9677067057291666,0.73672748626709,43.2,43.7
1031,TSLA220715P00750000,TSLA,725.780029296875,P,750.0,23,65.21,0.9677067057291666,0.6850312258911133,65.15,65.8
1032,TSLA220715C00755000,TSLA,725.780029296875,C,755.0,23,40.18,0.9612980520488411,0.7277248907470704,40.6,41.15
1033,TSLA220715P00755000,TSLA,725.780029296875,P,755.0,23,69.9,0.9612980520488411,0.680911394042969,67.9,68.65
1034,TSLA220715C00760000,TSLA,725.780029296875,C,760.0,23,39.0,0.954973722759046,0.7231778170776367,38.5,38.9
1035,TSLA220715P00760000,TSLA,725.780029296875,P,760.0,23,71.85,0.954973722759046,0.6853974331665039,70.9,72.65
1036,TSLA220715C00765000,TSLA,725.780029296875,C,765.0,23,31.7,0.9487320644403595,0.7163114306640624,36.2,36.65
1037,TSLA220715P00765000,TSLA,725.780029296875,P,765.0,23,75.5,0.9487320644403595,0.6682162084960939,72.95,74.6
1038,TSLA220715C00770000,TSLA,725.780029296875,C,770.0,23,34.85,0.9425714666193182,0.7153348779296875,34.45,34.85
1039,TSLA220715P00770000,TSLA,725.780029296875,P,770.0,23,88.0,0.9425714666193182,0.6693148303222658,76.5,77.85
1040,TSLA220715C00775000,TSLA,725.780029296875,C,775.0,23,32.7,0.9364903603830645,0.7148771188354492,32.85,33.1
1041,TSLA220715P00775000,TSLA,725.780029296875,P,775.0,23,80.11,0.9364903603830645,0.6676974148559572,79.9,81.0
1042,TSLA220715C00780000,TSLA,725.780029296875,C,780.0,23,31.15,0.9304872170472757,0.7113676324462892,31.0,31.3
1043,TSLA220715P00780000,TSLA,725.780029296875,P,780.0,23,90.0,0.9304872170472757,0.6643710321044924,82.9,84.45
1044,TSLA220715C00785000,TSLA,725.780029296875,C,785.0,23,29.55,0.924560546875,0.7129850479125978,29.6,29.9
1045,TSLA220715P00785000,TSLA,725.780029296875,P,785.0,23,88.27,0.924560546875,0.6676363803100588,86.7,88.15
1046,TSLA220715C00790000,TSLA,725.780029296875,C,790.0,23,27.75,0.9187088978441456,0.7054167642211916,27.65,27.9
1047,TSLA220715P00790000,TSLA,725.780029296875,P,790.0,23,97.88,0.9187088978441456,0.654147745666504,89.35,90.85
1048,TSLA220715C00795000,TSLA,725.780029296875,C,795.0,23,26.0,0.912930854461478,0.6989471023559571,25.8,26.1
1049,TSLA220715P00795000,TSLA,725.780029296875,P,795.0,23,107.1,0.912930854461478,0.6532017102050782,93.1,94.3
1050,TSLA220715C00800000,TSLA,725.780029296875,C,800.0,23,24.85,0.9072250366210938,0.6996795169067384,24.55,24.8
1051,TSLA220715P00800000,TSLA,725.780029296875,P,800.0,23,97.87,0.9072250366210938,0.6381566946411132,96.1,96.8
1052,TSLA220715C00805000,TSLA,725.780029296875,C,805.0,23,22.65,0.9015900985054348,0.6980621014404298,23.15,23.45
1053,TSLA220715P00805000,TSLA,725.780029296875,P,805.0,23,107.05,0.9015900985054348,0.6467930828857422,99.95,101.65
1054,TSLA220715C00810000,TSLA,725.780029296875,C,810.0,23,19.9,0.8960247275270061,0.694735718688965,21.75,22.0
1055,TSLA220715P00810000,TSLA,725.780029296875,P,810.0,23,114.85,0.8960247275270061,0.6443517010498048,103.7,105.3
1056,TSLA220715C00815000,TSLA,725.780029296875,C,815.0,23,17.45,0.8905276433090491,0.6971771005249024,20.75,21.0
